,Abbr,Fullform
4932,OOPS,Word said after doing something wrong
4933,OOS,Out Of Style
4934,OOSOOM,Out Of Sight Out Of Mind
4935,OOT,Out Of Town
4936,OOTB,Out Of The Box
4937,OOTC,Obligatory On-Topic Comment
4938,OOTD,Offer Of The Day
4939,OOTO,Out Of The Office
4940,OOTW,Out Of This World
4941,OOYL,Out Of Your League
4942,OOYM,Out Of Your Mind
4943,OP,Original Poster
4944,OPA,Greek exclamation
4945,OPB,Other People's Business
4946,OPK,Other People's Kids
4947,OPM,Other People's Money
4948,OPPA,Older brother male friend
4949,OPPS,oops
4950,OPS,Operations
4951,OPSEC,Operations Security
4952,OREO,Black on the outside white on the inside
4953,ORG,Online Reality Games
4954,ORITE,Alright hello
4955,ORKUT,Google's social network
4956,ORLY,Oh Really
4957,ORN,Oh Really Now
4958,ORO,confusion
4959,ORZ,Frustration
4960,OS,Operating System
4961,OSFA,One Size Fits All
4962,OSLT,Or Something Like That
4963,OSM,Awesome
4964,OSO,Other Significant Other
4965,OSS,Open Source Software
4966,OSSIM,Awesome
4967,OST,Original Sound Track
4968,OT,Off Topic
4969,OT3,One True Threesome
4970,OTA,Over The Air
4971,OTAKU,Obsessive fan
4972,OTAY,Okay
4973,OTB,Off The boat
4974,OTC,Over The Counter
4975,OTD,On The Dot
4976,OTE,Over The Edge
4977,OTF,Off Topic Forum
4978,OTFL,On The Floor Laughing
4979,OTG,On The Go
4980,OTH,Off The Hook
4981,OTK,Over The Knee
4982,OTL,like ORZ stick figure on hands and knees
4983,OTLTA,One Thing Led To Another
4984,OTM,Of The Moment
4985,OTN,On That Note
4986,OTO,One Time Only
4987,OTOH,On The Other Hand
4988,OTOOH,On The Other Other Hand
4989,OTP,One True Pairing
4990,OTR,On The Run
4991,OTS,On The Side
4992,OTT,Over The Top
4993,OTTH,On The Third Hand
4994,OTTOMH,Off The Top Of My Head
4995,OTW,On The Way
4996,OTW,On The Whole
4997,OTY,Over To You
4998,OTZ,ORZ
4999,OU,Open University
5000,OUAT,Once Upon A Time
5001,OUCH,Interjection said when experiencing pain
5002,OUGHTA,Ought to
5003,OUNCE,28 grams
5004,OUO,Official Use Only
5005,OUTTA,Out Of
5006,OVA,Original Video Animation
5007,OVNO,Or Very Near Offer
5008,OVO,Obviously
5009,OW,Ouch
5010,OWK,Other World Kingdom
5011,OWLING,Crouching and staring like an owl
5012,OWN,Beat
5013,OWNED,Dominated
5014,OWNM,Oh Well Never Mind
5015,OWOA,One Way Or Another
5016,OWS,Occupy Wall Street
5017,OWT,Anything
5018,OWTTE,Or Words To That Effect
5019,OX,Sharp blade
5020,OXY,OxyContin
5021,OY,Oh Yeah
5022,OYB,On Your Bike
5023,OYE,Listen up
5024,OYG,Oh Your God
5025,OYO,On Your Own
5026,OZ,Australia
5027,O_O,Confused
5028,P,Penny
5029,P!ATD,Panic! At The Disco 
5030,P&C,Point and Click
5031,P&L,Profit And Loss
5032,P&P,Party And Play
5033,P),Pirate
5034,P.I.C.,Partner In Crime
5035,P/U,Pick Up
5036,P/X,Part exchange
5037,P12,Childish person
5038,P2C2E,Process Too Complicated To Explain
5039,P2P,Peer To Peer
5040,P2W,Pay To Win
5041,P45,Employment severance form
5042,P4P,Pound For Pound
5043,P90X,Type of workout schedule
5044,P911,Parent Alert
5045,PA,Personal Assistant
5046,PABX,Private Automatic Branch Exchange
5047,PAC,Gangsta rapper Tupac Shakur
5048,PAD,House
5049,PADDY,Offensive term for an Irishman
5050,PAF,Phone A Friend
5051,PAKI,Offensive term for a Pakistani
5052,PAN,Personal Area Network
5053,PANSY,Sissy
5054,PANTHER,Woman who likes older men
5055,PANTS,Rubbish
5056,PAP,Post A Picture
5057,PAPARAZZI,Photo-journalists
5058,PAPER,Money
5059,PAR,Disrespect
5060,PARA,Paralytic
5061,PARE,Friend
5062,PARTY POOPER,A person who ruins the mood with their attitude
5063,PATCH,Correction applied to a computer program
5064,PATD,Panic At The Disco 
5065,PATT,Party All The Time
5066,PAU,Finished
5067,PAW,Parents are watching
5068,PAX,Peace
5069,PAYCE,Peace
5070,PAYE,Pay As You Earn
5071,PAYG,Pay As You Go
5072,PB,Personal Best
5073,PB&J,Peanut Butter and Jelly
5074,PBB,Pirate Bulletin Board
5075,PBJ,Peanut Butter and Jelly
5076,PBN,Paintball Nation
5077,PBP,Please Be Patient
5078,PBQ,Please Be Quiet
5079,PBR,Pabst Blue Ribbon 
5080,PBS,Public Broadcasting Service
5081,PBUH,Peace Be Upon Him
5082,PBUH,Peace Be Upon Him
5083,PBWU,Peace Be With You
5084,PBWY,Peace Be With You
5085,PC,Politically Correct
5086,PC 4 PC,Picture Comment For Picture Comment
5087,PC4PC,Picture Comment For Picture Comment.
5088,PCB,Printed Circuit Board
5089,PCD,Pussycat Dolls
5090,PCE,Peace
5091,PCI,Peripheral Component Interconnect
5092,PCM,Please Call Me
5093,PCMCIA,Personal Computer Memory Card International Association
5094,PCMIA,Personal Computer Manufacturer Interface Adaptor
5095,PCP,Phencyclidine
5096,PD,Public Domain
5097,PDA,Personal Digital Assistant
5098,PDBAZ,Please Don't Be A Zombie
5099,PDEA,Public Display of Elderly Affection
5100,PDF,Portable Document Format
5101,PDG,Pretty Damn Good
5102,PDOA,Public Display Of Affection
5103,PDP,Pretty Darn Precious
5104,PDQ,Pretty Damn Quick
5105,PDT,Pacific Daylight Time
5106,PE,Physical Education
5107,PEACE,Goodbye
5108,PEACE OUT,Goodbye
5109,PEAK,Humiliating
5110,PEANUT,Pet name for BF or GF
5111,PEAR,Pear shaped
5112,PEBCAC,Problem Exists Between Chair And Computer
5113,PEBCAK,Problem Exists Between Chair And Keyboard
5114,PEBKAC,Problem Exists Between Keyboard And Chair
5115,PEEPS,People
5116,PEEPZ,People
5117,PEER TO PEER,Computer network without a central server
5118,PEERS,People in the same group equals in age background etc
5119,PEMDAS,Parenthesis Exponents Multiply Divide Add Subtract
5120,PEN,Penitentiary
5121,PEN15,Penis
5122,PENDEJO,Idiot
5123,PENG,Good looking person
5124,PENG A LENG,Really sexy
5125,PEON,Low ranking person
5126,PEPS,People
5127,PER SE,By or in itself
5128,PERF,Perfect
5129,PERO,But
5130,PERV,Pervert
5131,PERVING,Flirting in a creepy way
5132,PERVY,Perverted
5133,PETA,People for the Ethical Treatment of Animals
5134,PEWPEW,Laser sound
5135,PEWS,Post Election Withdrawal Syndrome
5136,PFA,Please Find Attached
5137,PFB,Please Find Below
5138,PFC,Private First Class
5139,PFF,disagreement
5140,PFFT,dismissal
5141,PFP,Picture For Proof
5142,PFT,An exlamation of disbelief
5143,PG,Parental Guidance
5144,PG-13,Parental Guidance if under 13 
5145,PGA,Professional Golfers' Association
5146,PGDA,Pretty Goddamn Awesome
5147,PGM,Pro Gamer
5148,PGP,Pretty Good Privacy
5149,PH,Pantyhose
5150,PHAIL,Fail
5151,PHAT,Pretty Hot And Tempting
5152,PHB,Pointy-Haired Boss
5153,PHD,Doctor of Philosphy
5154,PHEW,relief
5155,PHISHING,Scamming method used to get personal information
5156,PHOAR,lust
5157,PHONY,Fake object or person
5158,PHP,Personal Home Page
5159,PHR33,Free
5160,PHU,Potential Hook Up
5161,PHWOAR,fit
5162,PI,Greek letter
5163,PIBE,Play It By Ear
5164,PIC,Picture
5165,PICNIC,Problem In Chair Not In Computer
5166,PID,Stupid
5167,PIECE,Gun
5168,PIF,Marijuana
5169,PIFF,Purple weed
5170,PIG,Police officer
5171,PIGEON,Woman using a man for personal gain
5172,PIGS,The police
5173,PIKEY,Offensive term for a Gypsy
5174,PILLOCK,Idiot
5175,PIMPL,Pee In My Pants Laughing
5176,PIN,Personal Identification Number
5177,PINCHED,Caught
5178,PING,Send a packet to a computer and wait for its return 
5179,PINK TOE,White girl
5180,PINNER,Thin marijuana cigarette
5181,PINOY,Filipino man
5182,PIPA,Protect IP Act
5183,PIPS,Easy
5184,PIQ,Person In Question
5185,PIR,Parent In Room
5186,PISSED,Angry
5187,PISSED OFF,Mad
5188,PITCH,Contribute money
5189,PITME,Peace In the Middle East
5190,PITR,Parent In The Room
5191,PIU,Pump It Up
5192,PIX,Pictures
5193,PJ,Poor Joke
5194,PJ'S,Pyjamas
5195,PJS,Pajamas
5196,PK,Player Kill
5197,PKB,Pot Kettle Black
5198,PKI,Public Key Infrastructure
5199,PKIT,Please Keep In Touch
5200,PKMN,Pokemon
5201,PKS,Painkillers
5202,PL,OK
5203,PL0X,Please
5204,PLA,People's Liberation Army
5205,PLANK,Idiot
5206,PLANKING,Lying face down in an unusual place
5207,PLASTIC,Credit Card
5208,PLC,Public Limited Company
5209,PLD,Poor Life Decision
5210,PLEB,Commoner
5211,PLH,Peace Love and Happiness
5212,PLI,Potential Love Interest
5213,PLIES,American rapper
5214,PLIX,Please
5215,PLL,Pretty Little Liar
5216,PLMA,Please Leave Me Alone
5217,PLMK,Please Let Me Know
5218,PLONK,Cheap wine
5219,PLONKER,Idiot
5220,PLOS,Parents Looking Over Shoulder
5221,PLOX,Please
5222,PLP,People Lazily Procrastinating
5223,PLR,Private Label Rights
5224,PLS,Please
5225,PLU,People Like Us
5226,PLUMBUM,Plumber's crack
5227,PLUR,Peace Love Unity and Respect
5228,PLX,Please
5229,PLZ,Please
5230,PMA,Positive Mental Attitude
5231,PMB,Private Message Box
5232,PMC,Post Meal Cigarette
5233,PMD,Put Me Down
5234,PMF,Pardon My French
5235,PMFJI,Pardon Me For Jumping In
5236,PMIGBOM,Put Mind In Gear Before Opening Mouth!
5237,PMJI,Pardon My Jumping In
5238,PMT,Pre-Menstrual Tension
5239,PMYMHMMFSWGAD,Pardon Me You Must Have Mistaken Me For Someone Who Gives A Damn
5240,PNC,Point and Click
5241,PNG,Image file format
5242,PNL,Peace And Love
5243,PNP,Party and Play
5244,PNR,Passenger Name Record
5245,PNW,Pacific North West
5246,POA,Plan Of Action
5247,POCKET DIAL,Accidentally make a call with the phone in your pocket
5248,POCKO,Pocket
5249,POD,Passed Out Drunk
5250,POF,Plenty of Fish
5251,POI,Point
5252,POIDH,Pics Or It Didn't Happen
5253,POKER FACE,Expressionless face
5254,POKEY,Prison
5255,POLY,Polyamory
5256,POM,Australian name for an English person
5257,POMG,Oh My God
5258,POMO,Permanent Open Market Operations
5259,PON,On
5260,PONED,Powerfully owned
5261,PONR,Point Of No Return
5262,POOL SHARK,Good pool player
5263,POP,Popular 
5264,POP A SQUAT,Sit down
5265,POP3,Post Office Protocol v3 
5266,POPO,Police Officer
5267,POPPER,Amyl Nitrate
5268,POPPERS,Amyl nitrate 
5269,POPPIN,Going on
5270,POPPING,Dance style
5271,POPS,Father
5272,PORCH MONKEY,lazy person
5273,POSE,Suppose
5274,POSS,Possibly
5275,POST,Hang out
5276,POT,Mariujana
5277,POT HEAD,Person who smokes WEED
5278,POTC,Pirates Of The Carribean
5279,POTD,Post Of The Day
5280,POTO,Phantom Of The Opera
5281,POTS,Parents Over The Shoulder
5282,POTUS,President of the United States
5283,POTW,Patient of the Week 
5284,POTY,Post Of The Year
5285,POV,Point Of View
5286,POW,Prisioner of War
5287,POWN,PWN
5288,POZ,HIV positive
5289,PPB,Parts Per Billion
5290,PPC,Pay Per Click
5291,PPD,Post Potter Depression
5292,PPL,People
5293,PPLE,People
5294,PPLZ,People
5295,PPM,Parts Per Million
5296,PPPW,Per Person Per Week
5297,PPS,Post-Post Script
5298,PPT,Microsoft PowerPoint
5299,PPU,Please Pick Up
5300,PPV,Pay Per View
5301,PQ,Party Quest 
5302,PR,Public Relations
5303,PRANG,Scared
5304,PRATT,Stupid person
5305,PRAWN,Girl who is good looking except for her face
5306,PRBLY,Probably
5307,PRC,People's Republic of China
5308,PREE,Watch
5309,PREGGERS,Pregnant
5310,PREGGO,Pregnant
5311,PREGO,Pregnant
5312,PREP,Prepare
5313,PRESH,Precious
5314,PRESSIE,Present
5315,PRI,Pretty
5316,PRIT,Ugly
5317,PRO BONO,For good
5318,PROB,Probably
5319,PROBS,Probably
5320,PROBZ,Probably
5321,PROC,Programmed Random Occurrence
5322,PROD,Protestant
5323,PROG,Progressive rock music
5324,PROJECT,HOOD
5325,PROLLY,Probably
5326,PROMO,Promotional material
5327,PROPS,Respect
5328,PROXY,Agent
5329,PROZZIE,Prostitute
5330,PRW,Parents Are Watching
5331,PRY,Probably
5332,PS,PhotoShop
5333,PS & QS,Pints and Quarts
5334,PS/2,Computer port for keyboard or mouse
5335,PS2,PlayStation 2
5336,PS3,PlayStation 3
5337,PS4,PlayStation 4
5338,PSA,Publice Service Announcement
5339,PSB,Please See Below
5340,PSD,Photoshop Data file
5341,PSH,Dismissive expression
5342,PSHAW,disbelief
5343,PSI,Pounds per Square Inch 
5344,PSM,Personal Short Message
5345,PSN,Playstation Network
5346,PSP,PlayStation Portable
5347,PSR,Pretty Standard Really
5348,PST,Please Send Tell
5349,PSTN,Public Switched Telephone Network
5350,PSU,Power Supply Unit
5351,PSX,Playstation X
5352,PSYCHED,Excited
5353,PT,Phantasy Tour
5354,PTB,Powers That Be
5355,PTC,Popping The Collar
5356,PTDR,Pete De Rire
5357,PTE,Private
5358,PTI,Pardon The Interruption
5359,PTL,Praise The Lord
5360,PTM,Please Tell Me
5361,PTO,Paid Time Off
5362,PTP,Pay To Play
5363,PTSD,Post Traumatic Stress Disorder
5364,PTT,Push-To-Talk
5365,PTW,Play To Win
5366,PTZ,Pan-Tilt-Zoom
5367,PUA,Pick Up Artist
5368,PUB,bar
5369,PUFF,Marijuana
5370,PUG,Pick Up Group
5371,PUKKA,Genuine
5372,PULL,Make out with
5373,PUMA,Woman who dates younger men
5374,PUMPED,Exhilarated
5375,PUNK,Music genre
5376,PUNTER,Customer
5377,PURDY,Pretty
5378,PURP,PURPLE
5379,PURPLE,Strong marijuana
5380,PUSH,Sell drugs
5381,PUV,Public Utility Vehicle
5382,PV,Promotional Video
5383,PVC,Polyvinyl Chloride
5384,PVE,Player versus Environment
5385,PVM,Player Versus Monster
5386,PVP,Player v Player
5387,PVR,Personal Video Recorder
5388,PVT,Private
5389,PWD,Password
5390,PWEASE,Babyish form of Please
5391,PWM,Professional White Male
5392,PWN,Own
5393,PWN3D,Owned
5394,PWNAGE,Pure Ownage
5395,PWND,PWNED
5396,PWNED,Owned
5397,PWNT,PWNED
5398,PWOR,Proceeding With Orders Recieved
5399,PWOS,Parents Watching Over Shoulder
5400,PWP,Plot
5401,PWT,Poor White Trash
5402,PX,Post Exchange
5403,PYP,Play Your Position
5404,PYT,Pretty Young Thing
5405,PYP,Play Your Position
5406,PYT,Pretty Young Thing
5407,PZ,Peace
5408,Q,Thank You
5409,Q&A,Question and Answer
5410,Q/A,Question and Answer
5411,Q1,First Quarter
5412,Q4U,Question For You
5413,Q8,Kuwait
5414,QA,Quality Assurance
5415,QANTAS,Queensland and Northern Territory Aerial Service
5416,QAP,Quick As Possible
5417,QB,Quarter Back
5418,QC,Quality Control
5419,QED,Quod Erat Demonstrandum
5420,QFE,Quoted For Emphasis
5421,QFMT,Quoted For More Truth
5422,QFP,Quoted For Posterity
5423,QFT,Quoted For Truth
5424,QI,Quite Interesting
5425,QK,Ninja
5426,QL,Cool
5427,QLD,Queensland
5428,QNA,Question and Answer
5429,QNO,Quiet Night Out
5430,QOL,Quality Of Life
5431,QOS,Quantam Of Solace
5432,QOTD,Quote Of The Day
5433,QOTSA,Queens Of The Stone Age 
5434,QP,Quarter Pound 
5435,QQ,Crying
5436,QQ4U,Quick Question For You
5437,QR,Queer
5438,QS,Quick Scope
5439,QSL,Confirmed
5440,QT,Cutie
5441,QTPI,Cutie Pie
5442,QTR,Quarter
5443,QTS,Cuties
5444,QTY,Quantity
5445,QUACK,Doctor
5446,QUE,What
5447,QURL,Girl
5448,QVC,Quality Value Convenience
5449,QWERTYUIOP,Bored
5450,R,Are
5451,R&B,Rhythm And Blues
5452,R&D,Research and Development
5453,R&R,Rest and Relaxation
5454,R5,Region 5 
5455,RA,Resident Advisor
5456,RAC,Rock Against Communism
5457,RACHET,Crazy
5458,RACKS,Money
5459,RAD,Radical
5460,RADAR,Radio Detection And Ranging
5461,RAFL,ROFL
5462,RAGE,Party very hard
5463,RAGO,Whatever OK
5464,RAH,Pompous or superior person
5465,RAIL,Line of cocaine
5466,RAILS,Lines of cocaine
5467,RAINCHECK,Postponement
5468,RAK,Random Act of Kindness
5469,RAM,Random Access Memory
5470,RANDOM,Unexpected
5471,RANGA,Redhead derogatory
5472,RANK,Disgusting
5473,RAOK,Random Act Of Kindness
5474,RAP,Music genre
5475,RAPID,Cool
5476,RAPPER,Urban poet
5477,RAR,File compression type
5478,RAS,Remote Access Server
5479,RASTA,Rastafarian
5480,RAT,Snitch
5481,RATCHET,Undesirable
5482,RATM,Rage Against the Machine 
5483,RATS,Damn
5484,RAVE,A Large Dance Party
5485,RAWK,Rock
5486,RAWL,Roll Around While Laughing
5487,RAWR,Right Answer Wrong Reason
5488,RAZZ,Make fun of
5489,RBAU,Right Back At You
5490,RBAY,Right Back At You
5491,RBG,Revolutionary But Gangsta
5492,RBTL,Read Between The Lines
5493,RBV,Red Bull and Vodka
5494,RC,Random Chat
5495,RCH,A very small unit of measurement
5496,RCON,Remote Console
5497,RCT,Roller Coster Tycoon
5498,RCVD,Received
5499,RD,Real Deal
5500,RDC,Really Don't Care
5501,RDJ,Robert Downey Jr.
5502,RDM,Random Death Match
5503,RDO,Regular Day Off
5504,RDR,Red Dead Redemption 
5505,RDRR,Har-de-har-har
5506,RDV,Rendez-Vous
5507,RDY,Ready
5508,RE,Regarding
5509,RE-GIFT,Pass an unwanted gift on to someone else
5510,REC,Recreation
5511,RED BONE,Light Skinned Colored Person
5512,RED COAT,British soldier
5513,REDBONE,Light skinned colored person
5514,REDNECK,Unsophisticated rural person from Southeast USA
5515,REDONCULOUS,Ridiculous
5516,REEFA,REEFER
5517,REEFER,Marijuana
5518,REEM,Gorgeous
5519,REF,Refugee
5520,REG,Regular
5521,REGGIE,Regular weed
5522,REGS,Regular
5523,REKT,Wrecked
5524,REL,Relative
5525,RELLIES,Relatives
5526,REM,Rapid Eye Movement
5527,RENTS,Parents
5528,REP,Represent
5529,REQ,Request
5530,RES,Resin
5531,RESH,Depressing
5532,RESTECPA,Respect
5533,RETRO,Old fashioned style
5534,REV,Make an engine go faster
5535,REZ,Indian reservation
5536,RFC,Request For Comment
5537,RFI,Request For Information
5538,RFID,Radio Frequency Identification
5539,RFP,Request for Proposal
5540,RFQ,Request For Quotation
5541,RFT,Right First Time
5542,RFTS,Reach For The Stars
5543,RFYL,Run For Your Life
5544,RGB,Red Green Blue
5545,RGDS,Regards
5546,RGR,Roger
5547,RH,Road Head
5548,RHCP,Red Hot Chili Peppers 
5549,RHD,Right Hand Drive
5550,RHI,Rumour Has It
5551,RHINO,Older man looking for a younger woman
5552,RHIP,Rank Has Its Privileges
5553,RHS,Right Hand Side
5554,RIB,Make fun of
5555,RICE,Race Inspired Cosmetic Enhancements
5556,RICK ROLL,Trick someone with a link to Rick Astley video
5557,RIDIC,Ridiculous
5558,RIF,Reduction In Force
5559,RIFRAF,Common people
5560,RIH,Rot In Hell
5561,RINGTONE,Sound a cell phone makes when receiving a call
5562,RINO,Republican In Name Only
5563,RIP,Convert music
5564,RIPPED,Well defined muscles
5565,RIS,Received In Swap
5566,RITE,Right
5567,RIYL,Recommended If You Like
5568,RKBA,Right to Keep and Bear Arms
5569,RL,Real Life
5570,RLAB,Roll Like A Buffalo
5571,RLF,Real Life Friend
5572,RLTW,Rangers Lead The Way
5573,RLY,Really
5574,RLZ,Rules
5575,RM,Remake
5576,RMA,Return Merchandise Authorization
5577,RME,Rolling My Eyes
5578,RML,Read My Lips
5579,RMR,Remember
5580,RMT,Real-Money Trading
5581,RMV,Results May Vary
5582,RN,Right Now
5583,RNA,Ribonucleic Acid
5584,RNB,Rhythm And Blues
5585,RNG,Random Number Generator
5586,RNR,Rock 'N Roll
5587,RO,Ragnarok Online 
5588,ROACH,The end of a JOINT
5589,ROAR,Right Of Admission Reserved
5590,ROCKBAND,Music video game
5591,ROCKIN,Awesome
5592,ROCKS,Crack cocaine
5593,ROE,Rules Of Engagement
5594,ROF,Rate Of Fire
5595,ROFC,Rolling On Floor Crying
5596,ROFL,Rolling On Floor Laughing
5597,ROFLCOPTER,LOL ROFL etc
5598,ROFLMFAO,Rolling On Floor Laughing My F***ing A** Off
5599,ROFLOL,Rolling On Floor Laughing Out Loud
5600,ROFTL,ROTFL
5601,ROG,Really Old Git
5602,ROGER THAT,I Understand OK
5603,ROH,Ring of Honor 
5604,ROI,Return on Investment
5605,ROLF,Rolling On Laughing Floor
5606,ROLL,Experience the effects of Ecstasy
5607,ROLLED,Robbed
5608,ROLLIN,High on drugs
5609,ROM,Read-Only Memory
5610,ROM COM,Romantic Comedy
5611,ROOTS,Type of Reggae music
5612,ROR,Raughing out Roud
5613,ROS,Right On Schedule
5614,ROSES,Money
5615,ROTC,Reserve Officer Training Corps
5616,ROTF,Rolling On The Floor 
5617,ROTFFNAR,Rolling On The Floor For No Apparent Reason
5618,ROTFL,Rolling On The Floor Laughing
5619,ROTFLOL,Rolling On The Floor Laughing Out Loud
5620,ROTGL,Rolling On The Ground Laughing
5621,ROTK,Return of the King 
5622,ROTM,Run Of The Mill
5623,ROV,Remotely Operated Vehicle
5624,ROW,Rest Of the World
5625,ROX,Rocks
5626,ROXOR,Rocks
5627,ROXORZ,Rocks
5628,ROY,Relative of yours
5629,ROZZERS,Police
5630,RP,Role Play
5631,RPC,Role Playing Chat
5632,RPF,Real Person Fiction
5633,RPG,Rocket Propelled Grenade
5634,RPM,Revolutions Per Minute
5635,RPS,Rock Paper Scissors 
5636,RQ,Random Questions
5637,RR,Restroom
5638,RRD,Rick Rolled
5639,RROD,Red Ring Of Death
5640,RRP,Recommended Retail Price
5641,RRR,Reading 'Riting 'Rithmetic
5642,RS,RuneScape
5643,RSA,An encryption algorithm
5644,RSI,Repetitive Strain Injury
5645,RSN,Real Soon Now
5646,RSPB,Royal Society for the Protection of Birds
5647,RSPCA,Royal Society for the Prevention of Cruelty to Animals
5648,RSRSRS,LOL
5649,RSS,Rich Site Summary
5650,RSVP,Repondez s'il vous plait 
5651,RT,Retweet
5652,RTA,Road Traffic Accident
5653,RTB,Return To Base
5654,RTD,Ready To Drink
5655,RTE,National broadcaster in Ireland
5656,RTF,Return The Favour
5657,RTFAQ,Read The FAQ
5658,RTFD,Read The F***ing Description
5659,RTFI,Read The Flipping Instructions
5660,RTFM,Read The Flipping Manual
5661,RTFT,Read The F***ing Thread
5662,RTG,Ready To Go
5663,RTHX,Thank you for the Retweet
5664,RTM,Read The Manual
5665,RTO,Radio Telephone Operator
5666,RTR,Roll Tide Roll
5667,RTS,Real Time Strategy
5668,RTV,Rock The Vote
5669,RTW,Ready To Wear
5670,RU,Are You
5671,RUA,Are You Alone
5672,RUCA,Girlfriend
5673,RUDEBOY,Gangster
5674,RUGGER,Rugby
5675,RUH ROH,Uh Oh Scooby Doo style
5676,RUKA,Gangster girl
5677,RUKM,Are You Kidding Me
5678,RUMBLE,Brawl
5679,RUO,Weak
5680,RUOK,Are You OK
5681,RUS,Are You Serious
5682,RUT,Are You There
5683,RV,Recreational Vehicle
5684,RVB,Red Versus Blue
5685,RVR,Realm Versus Realm 
5686,RW,Read-Write
5687,RWD,Rear Wheel Drive
5688,RWL,Roaring With Laughter
5689,RWNJ,Right Wing Nut Job
5690,RWP,Random Wall Post
5691,RWYS,Reap What You Sow
5692,RX,Prescription
5693,RYC,Regarding Your Comment
5694,RYN,Read Your Note
5695,RYO,Roll Your Own
5696,RYT,Right
5697,S&D,Search and Destroy
5698,S&M,Sadism and Masochism
5699,S&P,Salt and Pepper
5700,S/,Substitute first word with second
5701,S/B,Should Be
5702,S/N,Serial Number
